     Time	   ECG1	   ECG2
[09:56:05.172]	 -0.385	 -0.245
[09:56:05.180]	 -0.385	 -0.245
[09:56:05.188]	 -0.365	 -0.235
[09:56:05.195]	 -0.365	 -0.235
[09:56:05.203]	 -0.365	 -0.225
[09:56:05.211]	 -0.355	 -0.225
[09:56:05.219]	 -0.355	 -0.215
[09:56:05.227]	 -0.345	 -0.215
[09:56:05.234]	 -0.335	 -0.215
[09:56:05.242]	 -0.335	 -0.205
[09:56:05.250]	 -0.325	 -0.195
[09:56:05.258]	 -0.325	 -0.185
[09:56:05.266]	 -0.315	 -0.185
[09:56:05.273]	 -0.315	 -0.185
[09:56:05.281]	 -0.305	 -0.175
[09:56:05.289]	 -0.295	 -0.175
[09:56:05.297]	 -0.295	 -0.165
[09:56:05.305]	 -0.285	 -0.155
[09:56:05.313]	 -0.275	 -0.155
[09:56:05.320]	 -0.265	 -0.155
[09:56:05.328]	 -0.255	 -0.145
[09:56:05.336]	 -0.255	 -0.135
[09:56:05.344]	 -0.235	 -0.115
[09:56:05.352]	 -0.225	 -0.105
[09:56:05.359]	 -0.205	 -0.075
[09:56:05.367]	  0.095	  0.575
[09:56:05.375]	  0.435	  0.555
[09:56:05.383]	  0.425	  0.545
[09:56:05.391]	  0.415	  0.535
[09:56:05.398]	  0.415	  0.535
[09:56:05.406]	  0.405	  0.525
[09:56:05.414]	  0.405	  0.525
[09:56:05.422]	  0.395	  0.515
[09:56:05.430]	  0.385	  0.505
[09:56:05.438]	  0.385	  0.495
[09:56:05.445]	  0.375	  0.485
[09:56:05.453]	  0.365	  0.485
[09:56:05.461]	  0.355	  0.475
[09:56:05.469]	  0.355	  0.475
[09:56:05.477]	  0.355	  0.465
[09:56:05.484]	  0.345	  0.465
[09:56:05.492]	  0.335	  0.445
[09:56:05.500]	  0.335	  0.445
[09:56:05.508]	  0.315	  0.435
[09:56:05.516]	  0.315	  0.435
[09:56:05.523]	  0.305	  0.415
[09:56:05.531]	  0.305	  0.425
[09:56:05.539]	  0.295	  0.415
[09:56:05.547]	  0.295	  0.405
[09:56:05.555]	  0.285	  0.405
[09:56:05.563]	  0.285	  0.395
[09:56:05.570]	  0.275	  0.385
[09:56:05.578]	  0.265	  0.385
[09:56:05.586]	  0.255	  0.375
[09:56:05.594]	  0.255	  0.365
[09:56:05.602]	  0.255	  0.365
[09:56:05.609]	  0.245	  0.365
[09:56:05.617]	  0.245	  0.355
[09:56:05.625]	  0.235	  0.345
[09:56:05.633]	  0.235	  0.345
[09:56:05.641]	  0.235	  0.335
[09:56:05.648]	  0.225	  0.335
[09:56:05.656]	  0.215	  0.335
[09:56:05.664]	  0.215	  0.325
[09:56:05.672]	  0.215	  0.315
[09:56:05.680]	  0.195	  0.315
[09:56:05.688]	  0.205	  0.305
[09:56:05.695]	  0.195	  0.305
[09:56:05.703]	  0.185	  0.295
[09:56:05.711]	  0.185	  0.295
[09:56:05.719]	  0.175	  0.285
[09:56:05.727]	  0.165	  0.285
[09:56:05.734]	  0.165	  0.285
[09:56:05.742]	  0.155	  0.275
[09:56:05.750]	  0.155	  0.275
[09:56:05.758]	  0.155	  0.265
[09:56:05.766]	  0.145	  0.255
[09:56:05.773]	  0.135	  0.255
[09:56:05.781]	  0.135	  0.255
[09:56:05.789]	  0.125	  0.245
[09:56:05.797]	  0.125	  0.235
[09:56:05.805]	  0.105	  0.225
[09:56:05.813]	  0.115	  0.225
[09:56:05.820]	  0.105	  0.225
[09:56:05.828]	  0.095	  0.215
[09:56:05.836]	  0.085	  0.205
[09:56:05.844]	  0.075	  0.195
[09:56:05.852]	  0.065	  0.175
[09:56:05.859]	  0.045	  0.175
[09:56:05.867]	 -0.085	 -0.475
[09:56:05.875]	 -0.635	 -0.495
[09:56:05.883]	 -0.615	 -0.475
[09:56:05.891]	 -0.605	 -0.475
[09:56:05.898]	 -0.605	 -0.465
[09:56:05.906]	 -0.595	 -0.465
[09:56:05.914]	 -0.585	 -0.465
[09:56:05.922]	 -0.575	 -0.455
[09:56:05.930]	 -0.575	 -0.445
[09:56:05.938]	 -0.575	 -0.435
[09:56:05.945]	 -0.555	 -0.425
[09:56:05.953]	 -0.555	 -0.435
[09:56:05.961]	 -0.545	 -0.425
[09:56:05.969]	 -0.535	 -0.415
[09:56:05.977]	 -0.535	 -0.405
[09:56:05.984]	 -0.525	 -0.395
[09:56:05.992]	 -0.525	 -0.395
[09:56:06.000]	 -0.505	 -0.395
[09:56:06.008]	 -0.505	 -0.385
[09:56:06.016]	 -0.495	 -0.375
[09:56:06.023]	 -0.485	 -0.365
[09:56:06.031]	 -0.485	 -0.365
[09:56:06.039]	 -0.475	 -0.355
[09:56:06.047]	 -0.465	 -0.355
[09:56:06.055]	 -0.465	 -0.345
[09:56:06.063]	 -0.445	 -0.335
[09:56:06.070]	 -0.445	 -0.335
[09:56:06.078]	 -0.435	 -0.325
[09:56:06.086]	 -0.435	 -0.325
[09:56:06.094]	 -0.425	 -0.315
[09:56:06.102]	 -0.415	 -0.315
[09:56:06.109]	 -0.405	 -0.305
[09:56:06.117]	 -0.405	 -0.305
[09:56:06.125]	 -0.395	 -0.295
[09:56:06.133]	 -0.395	 -0.295
[09:56:06.141]	 -0.395	 -0.285
[09:56:06.148]	 -0.385	 -0.275
[09:56:06.156]	 -0.375	 -0.275
[09:56:06.164]	 -0.375	 -0.275
[09:56:06.172]	 -0.375	 -0.265
[09:56:06.180]	 -0.365	 -0.265
[09:56:06.188]	 -0.355	 -0.255
[09:56:06.195]	 -0.355	 -0.245
[09:56:06.203]	 -0.345	 -0.245
[09:56:06.211]	 -0.345	 -0.245
[09:56:06.219]	 -0.335	 -0.245
[09:56:06.227]	 -0.335	 -0.235
[09:56:06.234]	 -0.325	 -0.225
[09:56:06.242]	 -0.325	 -0.225
[09:56:06.250]	 -0.315	 -0.225
[09:56:06.258]	 -0.325	 -0.215
[09:56:06.266]	 -0.315	 -0.205
[09:56:06.273]	 -0.305	 -0.205
[09:56:06.281]	 -0.295	 -0.205
[09:56:06.289]	 -0.295	 -0.195
[09:56:06.297]	 -0.295	 -0.195
[09:56:06.305]	 -0.285	 -0.185
[09:56:06.313]	 -0.275	 -0.185
[09:56:06.320]	 -0.265	 -0.175
[09:56:06.328]	 -0.265	 -0.175
[09:56:06.336]	 -0.265	 -0.165
[09:56:06.344]	 -0.245	 -0.155
[09:56:06.352]	 -0.235	 -0.135
[09:56:06.359]	 -0.215	 -0.125
[09:56:06.367]	 -0.135	  0.515
[09:56:06.375]	  0.465	  0.535
[09:56:06.383]	  0.445	  0.515
[09:56:06.391]	  0.435	  0.515
[09:56:06.398]	  0.425	  0.495
[09:56:06.406]	  0.425	  0.495
[09:56:06.414]	  0.415	  0.485
[09:56:06.422]	  0.415	  0.485
[09:56:06.430]	  0.405	  0.485
[09:56:06.438]	  0.395	  0.465
[09:56:06.445]	  0.395	  0.465
[09:56:06.453]	  0.385	  0.455
[09:56:06.461]	  0.375	  0.455
[09:56:06.469]	  0.365	  0.445
[09:56:06.477]	  0.365	  0.435
[09:56:06.484]	  0.355	  0.435
[09:56:06.492]	  0.345	  0.415
[09:56:06.500]	  0.345	  0.415
[09:56:06.508]	  0.335	  0.405
[09:56:06.516]	  0.325	  0.395
[09:56:06.523]	  0.315	  0.395
[09:56:06.531]	  0.315	  0.385
[09:56:06.539]	  0.305	  0.385
[09:56:06.547]	  0.305	  0.375
[09:56:06.555]	  0.295	  0.375
[09:56:06.563]	  0.285	  0.365
[09:56:06.570]	  0.285	  0.355
[09:56:06.578]	  0.285	  0.345
[09:56:06.586]	  0.275	  0.345
[09:56:06.594]	  0.265	  0.335
[09:56:06.602]	  0.265	  0.335
[09:56:06.609]	  0.255	  0.325
[09:56:06.617]	  0.255	  0.325
[09:56:06.625]	  0.245	  0.315
[09:56:06.633]	  0.235	  0.315
[09:56:06.641]	  0.235	  0.305
[09:56:06.648]	  0.225	  0.295
[09:56:06.656]	  0.215	  0.295
[09:56:06.664]	  0.215	  0.295
[09:56:06.672]	  0.205	  0.285
[09:56:06.680]	  0.195	  0.285
[09:56:06.688]	  0.195	  0.285
[09:56:06.695]	  0.185	  0.275
[09:56:06.703]	  0.185	  0.265
[09:56:06.711]	  0.175	  0.265
[09:56:06.719]	  0.175	  0.255
[09:56:06.727]	  0.165	  0.255
[09:56:06.734]	  0.155	  0.245
[09:56:06.742]	  0.155	  0.235
[09:56:06.750]	  0.145	  0.235
[09:56:06.758]	  0.145	  0.235
[09:56:06.766]	  0.135	  0.225
[09:56:06.773]	  0.125	  0.225
[09:56:06.781]	  0.125	  0.215
[09:56:06.789]	  0.115	  0.215
[09:56:06.797]	  0.115	  0.215
[09:56:06.805]	  0.105	  0.205
[09:56:06.813]	  0.105	  0.205
[09:56:06.820]	  0.095	  0.195
[09:56:06.828]	  0.085	  0.185
[09:56:06.836]	  0.075	  0.175
[09:56:06.844]	  0.065	  0.165
[09:56:06.852]	  0.055	  0.155
[09:56:06.859]	  0.015	  0.095
[09:56:06.867]	 -0.295	 -0.545
[09:56:06.875]	 -0.595	 -0.515
[09:56:06.883]	 -0.595	 -0.495
[09:56:06.891]	 -0.595	 -0.495
[09:56:06.898]	 -0.585	 -0.495
[09:56:06.906]	 -0.585	 -0.495
[09:56:06.914]	 -0.575	 -0.485
[09:56:06.922]	 -0.565	 -0.475
[09:56:06.930]	 -0.565	 -0.475
[09:56:06.938]	 -0.555	 -0.465
[09:56:06.945]	 -0.545	 -0.455
[09:56:06.953]	 -0.545	 -0.455
[09:56:06.961]	 -0.535	 -0.445
[09:56:06.969]	 -0.535	 -0.435
[09:56:06.977]	 -0.525	 -0.425
[09:56:06.984]	 -0.515	 -0.425
[09:56:06.992]	 -0.515	 -0.425
[09:56:07.000]	 -0.505	 -0.415
[09:56:07.008]	 -0.495	 -0.405
[09:56:07.016]	 -0.495	 -0.395
[09:56:07.023]	 -0.495	 -0.395
[09:56:07.031]	 -0.475	 -0.385
[09:56:07.039]	 -0.475	 -0.375
[09:56:07.047]	 -0.465	 -0.365
[09:56:07.055]	 -0.465	 -0.365
[09:56:07.063]	 -0.455	 -0.355
[09:56:07.070]	 -0.445	 -0.355
[09:56:07.078]	 -0.445	 -0.345
[09:56:07.086]	 -0.445	 -0.345
[09:56:07.094]	 -0.435	 -0.335
[09:56:07.102]	 -0.425	 -0.335
[09:56:07.109]	 -0.415	 -0.325
[09:56:07.117]	 -0.415	 -0.325
[09:56:07.125]	 -0.405	 -0.315
[09:56:07.133]	 -0.405	 -0.315
[09:56:07.141]	 -0.395	 -0.305
[09:56:07.148]	 -0.395	 -0.305
[09:56:07.156]	 -0.385	 -0.295
[09:56:07.164]	 -0.385	 -0.295
[09:56:07.172]	 -0.375	 -0.285
[09:56:07.180]	 -0.375	 -0.275
[09:56:07.188]	 -0.365	 -0.275
[09:56:07.195]	 -0.355	 -0.275
[09:56:07.203]	 -0.355	 -0.265
[09:56:07.211]	 -0.355	 -0.255
[09:56:07.219]	 -0.345	 -0.255
[09:56:07.227]	 -0.335	 -0.255
[09:56:07.234]	 -0.335	 -0.245
[09:56:07.242]	 -0.335	 -0.235
[09:56:07.250]	 -0.325	 -0.235
[09:56:07.258]	 -0.325	 -0.225
[09:56:07.266]	 -0.315	 -0.235
[09:56:07.273]	 -0.315	 -0.225
[09:56:07.281]	 -0.305	 -0.225
[09:56:07.289]	 -0.295	 -0.205
[09:56:07.297]	 -0.295	 -0.205
[09:56:07.305]	 -0.285	 -0.205
[09:56:07.313]	 -0.275	 -0.195
[09:56:07.320]	 -0.265	 -0.185
[09:56:07.328]	 -0.265	 -0.185
[09:56:07.336]	 -0.255	 -0.175
[09:56:07.344]	 -0.245	 -0.165
[09:56:07.352]	 -0.225	 -0.145
[09:56:07.359]	 -0.215	 -0.135
[09:56:07.367]	  0.035	  0.525
[09:56:07.375]	  0.465	  0.525
[09:56:07.383]	  0.435	  0.495
[09:56:07.391]	  0.435	  0.495
[09:56:07.398]	  0.425	  0.485
[09:56:07.406]	  0.415	  0.485
[09:56:07.414]	  0.415	  0.485
[09:56:07.422]	  0.415	  0.475
[09:56:07.430]	  0.395	  0.465
[09:56:07.438]	  0.395	  0.455
[09:56:07.445]	  0.385	  0.455
[09:56:07.453]	  0.375	  0.445
[09:56:07.461]	  0.365	  0.435
[09:56:07.469]	  0.365	  0.435
[09:56:07.477]	  0.365	  0.425
[09:56:07.484]	  0.355	  0.415
[09:56:07.492]	  0.345	  0.415
[09:56:07.500]	  0.345	  0.405
[09:56:07.508]	  0.345	  0.395
[09:56:07.516]	  0.335	  0.385
[09:56:07.523]	  0.315	  0.375
[09:56:07.531]	  0.315	  0.375
[09:56:07.539]	  0.305	  0.375
[09:56:07.547]	  0.305	  0.365
[09:56:07.555]	  0.295	  0.355
[09:56:07.563]	  0.295	  0.355
[09:56:07.570]	  0.285	  0.345
[09:56:07.578]	  0.275	  0.335
[09:56:07.586]	  0.265	  0.335
[09:56:07.594]	  0.265	  0.325
[09:56:07.602]	  0.265	  0.325
[09:56:07.609]	  0.255	  0.315
[09:56:07.617]	  0.245	  0.315
[09:56:07.625]	  0.245	  0.315
[09:56:07.633]	  0.235	  0.305
[09:56:07.641]	  0.225	  0.295
[09:56:07.648]	  0.225	  0.295
[09:56:07.656]	  0.225	  0.295
[09:56:07.664]	  0.215	  0.285
[09:56:07.672]	  0.215	  0.275
[09:56:07.680]	  0.205	  0.275
[09:56:07.688]	  0.195	  0.265
[09:56:07.695]	  0.195	  0.265
[09:56:07.703]	  0.185	  0.265
[09:56:07.711]	  0.175	  0.255
[09:56:07.719]	  0.175	  0.255
[09:56:07.727]	  0.165	  0.245
[09:56:07.734]	  0.155	  0.245
[09:56:07.742]	  0.155	  0.245
[09:56:07.750]	  0.145	  0.225
[09:56:07.758]	  0.145	  0.225
[09:56:07.766]	  0.135	  0.225
[09:56:07.773]	  0.125	  0.215
[09:56:07.781]	  0.135	  0.215
[09:56:07.789]	  0.125	  0.205
[09:56:07.797]	  0.115	  0.205
[09:56:07.805]	  0.105	  0.205
[09:56:07.813]	  0.105	  0.195
[09:56:07.820]	  0.095	  0.195
[09:56:07.828]	  0.095	  0.175
[09:56:07.836]	  0.075	  0.175
[09:56:07.844]	  0.065	  0.165
[09:56:07.852]	  0.055	  0.145
[09:56:07.859]	  0.035	  0.135
[09:56:07.867]	  0.005	 -0.425
[09:56:07.875]	 -0.535	 -0.545
[09:56:07.883]	 -0.575	 -0.515
[09:56:07.891]	 -0.575	 -0.505
[09:56:07.898]	 -0.575	 -0.495
[09:56:07.906]	 -0.565	 -0.505
[09:56:07.914]	 -0.565	 -0.495
[09:56:07.922]	 -0.565	 -0.485
[09:56:07.930]	 -0.555	 -0.475
[09:56:07.938]	 -0.545	 -0.465
[09:56:07.945]	 -0.545	 -0.475
[09:56:07.953]	 -0.545	 -0.455
[09:56:07.961]	 -0.535	 -0.455
[09:56:07.969]	 -0.525	 -0.445
[09:56:07.977]	 -0.525	 -0.445
[09:56:07.984]	 -0.525	 -0.435
[09:56:07.992]	 -0.515	 -0.425
[09:56:08.000]	 -0.505	 -0.425
[09:56:08.008]	 -0.505	 -0.405
[09:56:08.016]	 -0.505	 -0.405
[09:56:08.023]	 -0.495	 -0.395
[09:56:08.031]	 -0.485	 -0.395
[09:56:08.039]	 -0.485	 -0.385
[09:56:08.047]	 -0.485	 -0.385
[09:56:08.055]	 -0.475	 -0.375
[09:56:08.063]	 -0.465	 -0.365
[09:56:08.070]	 -0.465	 -0.355
[09:56:08.078]	 -0.455	 -0.355
[09:56:08.086]	 -0.455	 -0.355
[09:56:08.094]	 -0.445	 -0.345
[09:56:08.102]	 -0.435	 -0.335
[09:56:08.109]	 -0.435	 -0.325
[09:56:08.117]	 -0.425	 -0.325
[09:56:08.125]	 -0.415	 -0.325
[09:56:08.133]	 -0.405	 -0.315
[09:56:08.141]	 -0.405	 -0.315
[09:56:08.148]	 -0.405	 -0.305
[09:56:08.156]	 -0.395	 -0.305
[09:56:08.164]	 -0.385	 -0.295
[09:56:08.172]	 -0.385	 -0.295
[09:56:08.180]	 -0.375	 -0.285
[09:56:08.188]	 -0.365	 -0.275
[09:56:08.195]	 -0.365	 -0.275
[09:56:08.203]	 -0.355	 -0.275
[09:56:08.211]	 -0.355	 -0.265
[09:56:08.219]	 -0.345	 -0.265
[09:56:08.227]	 -0.335	 -0.255
[09:56:08.234]	 -0.335	 -0.245
[09:56:08.242]	 -0.325	 -0.245
[09:56:08.250]	 -0.325	 -0.245
[09:56:08.258]	 -0.305	 -0.235
[09:56:08.266]	 -0.305	 -0.235
[09:56:08.273]	 -0.305	 -0.225
[09:56:08.281]	 -0.295	 -0.215
[09:56:08.289]	 -0.295	 -0.215
[09:56:08.297]	 -0.285	 -0.215
[09:56:08.305]	 -0.285	 -0.205
[09:56:08.313]	 -0.275	 -0.195
[09:56:08.320]	 -0.265	 -0.185
[09:56:08.328]	 -0.255	 -0.185
[09:56:08.336]	 -0.255	 -0.175
[09:56:08.344]	 -0.245	 -0.165
[09:56:08.352]	 -0.235	 -0.145
[09:56:08.359]	 -0.205	 -0.095
[09:56:08.367]	  0.175	  0.515
[09:56:08.375]	  0.455	  0.505
[09:56:08.383]	  0.435	  0.485
[09:56:08.391]	  0.425	  0.485
[09:56:08.398]	  0.415	  0.475
[09:56:08.406]	  0.415	  0.475
[09:56:08.414]	  0.405	  0.465
[09:56:08.422]	  0.405	  0.455
[09:56:08.430]	  0.395	  0.455
[09:56:08.438]	  0.395	  0.445
[09:56:08.445]	  0.385	  0.445
[09:56:08.453]	  0.385	  0.435
[09:56:08.461]	  0.375	  0.425
[09:56:08.469]	  0.365	  0.425
[09:56:08.477]	  0.355	  0.415
[09:56:08.484]	  0.355	  0.405
[09:56:08.492]	  0.345	  0.395
[09:56:08.500]	  0.345	  0.385
[09:56:08.508]	  0.335	  0.385
[09:56:08.516]	  0.325	  0.385
[09:56:08.523]	  0.315	  0.375
[09:56:08.531]	  0.315	  0.365
[09:56:08.539]	  0.305	  0.365
[09:56:08.547]	  0.305	  0.355
[09:56:08.555]	  0.295	  0.355
[09:56:08.563]	  0.295	  0.335
[09:56:08.570]	  0.285	  0.335
[09:56:08.578]	  0.285	  0.335
[09:56:08.586]	  0.275	  0.325
[09:56:08.594]	  0.265	  0.325
[09:56:08.602]	  0.265	  0.315
[09:56:08.609]	  0.255	  0.305
[09:56:08.617]	  0.255	  0.305
[09:56:08.625]	  0.245	  0.295
[09:56:08.633]	  0.235	  0.295
[09:56:08.641]	  0.235	  0.285
[09:56:08.648]	  0.225	  0.285
[09:56:08.656]	  0.225	  0.275
[09:56:08.664]	  0.215	  0.275
[09:56:08.672]	  0.205	  0.265
[09:56:08.680]	  0.205	  0.265
[09:56:08.688]	  0.195	  0.255
[09:56:08.695]	  0.195	  0.245
[09:56:08.703]	  0.185	  0.255
[09:56:08.711]	  0.175	  0.245
[09:56:08.719]	  0.175	  0.235
[09:56:08.727]	  0.165	  0.225
[09:56:08.734]	  0.165	  0.225
[09:56:08.742]	  0.155	  0.225
[09:56:08.750]	  0.145	  0.215
[09:56:08.758]	  0.145	  0.215
[09:56:08.766]	  0.135	  0.215
[09:56:08.773]	  0.135	  0.195
[09:56:08.781]	  0.125	  0.205
[09:56:08.789]	  0.125	  0.195
[09:56:08.797]	  0.115	  0.185
[09:56:08.805]	  0.105	  0.185
[09:56:08.813]	  0.105	  0.175
[09:56:08.820]	  0.095	  0.165
[09:56:08.828]	  0.085	  0.165
[09:56:08.836]	  0.075	  0.155
[09:56:08.844]	  0.075	  0.145
[09:56:08.852]	  0.065	  0.125
[09:56:08.859]	  0.035	  0.105
[09:56:08.867]	 -0.305	 -0.565
[09:56:08.875]	 -0.635	 -0.535
[09:56:08.883]	 -0.615	 -0.525
[09:56:08.891]	 -0.605	 -0.525
[09:56:08.898]	 -0.605	 -0.515
[09:56:08.906]	 -0.595	 -0.515
[09:56:08.914]	 -0.585	 -0.505
[09:56:08.922]	 -0.585	 -0.495
[09:56:08.930]	 -0.575	 -0.495
[09:56:08.938]	 -0.565	 -0.485
[09:56:08.945]	 -0.555	 -0.485
[09:56:08.953]	 -0.555	 -0.475
[09:56:08.961]	 -0.555	 -0.465
[09:56:08.969]	 -0.545	 -0.455
[09:56:08.977]	 -0.535	 -0.455
[09:56:08.984]	 -0.525	 -0.455
[09:56:08.992]	 -0.525	 -0.445
[09:56:09.000]	 -0.515	 -0.425
[09:56:09.008]	 -0.505	 -0.425
[09:56:09.016]	 -0.505	 -0.415
[09:56:09.023]	 -0.495	 -0.415
[09:56:09.031]	 -0.495	 -0.405
[09:56:09.039]	 -0.485	 -0.395
[09:56:09.047]	 -0.485	 -0.395
[09:56:09.055]	 -0.485	 -0.385
[09:56:09.063]	 -0.465	 -0.385
[09:56:09.070]	 -0.465	 -0.375
[09:56:09.078]	 -0.455	 -0.365
[09:56:09.086]	 -0.455	 -0.365
[09:56:09.094]	 -0.445	 -0.355
[09:56:09.102]	 -0.445	 -0.355
[09:56:09.109]	 -0.435	 -0.345
[09:56:09.117]	 -0.425	 -0.335
[09:56:09.125]	 -0.415	 -0.335
[09:56:09.133]	 -0.415	 -0.335
[09:56:09.141]	 -0.405	 -0.325
[09:56:09.148]	 -0.405	 -0.325
[09:56:09.156]	 -0.395	 -0.315
[09:56:09.164]	 -0.395	 -0.305
[09:56:09.172]	 -0.385	 -0.305
[09:56:09.180]	 -0.385	 -0.305
[09:56:09.188]	 -0.375	 -0.295
[09:56:09.195]	 -0.365	 -0.285
[09:56:09.203]	 -0.365	 -0.285
[09:56:09.211]	 -0.355	 -0.275
[09:56:09.219]	 -0.345	 -0.275
[09:56:09.227]	 -0.345	 -0.275
[09:56:09.234]	 -0.335	 -0.265
[09:56:09.242]	 -0.335	 -0.255
[09:56:09.250]	 -0.325	 -0.255
[09:56:09.258]	 -0.315	 -0.255
[09:56:09.266]	 -0.315	 -0.245
[09:56:09.273]	 -0.305	 -0.235
[09:56:09.281]	 -0.305	 -0.235
[09:56:09.289]	 -0.295	 -0.225
[09:56:09.297]	 -0.295	 -0.225
[09:56:09.305]	 -0.295	 -0.215
[09:56:09.313]	 -0.275	 -0.215
[09:56:09.320]	 -0.275	 -0.205
[09:56:09.328]	 -0.265	 -0.195
[09:56:09.336]	 -0.265	 -0.185
[09:56:09.344]	 -0.245	 -0.175
[09:56:09.352]	 -0.225	 -0.165
[09:56:09.359]	 -0.215	 -0.115
[09:56:09.367]	  0.225	  0.525
[09:56:09.375]	  0.445	  0.495
[09:56:09.383]	  0.435	  0.485
[09:56:09.391]	  0.425	  0.475
[09:56:09.398]	  0.405	  0.475
[09:56:09.406]	  0.415	  0.475
[09:56:09.414]	  0.395	  0.465
[09:56:09.422]	  0.395	  0.455
[09:56:09.430]	  0.395	  0.445
[09:56:09.438]	  0.385	  0.445
[09:56:09.445]	  0.385	  0.445
[09:56:09.453]	  0.375	  0.425
[09:56:09.461]	  0.365	  0.425
[09:56:09.469]	  0.365	  0.415
[09:56:09.477]	  0.355	  0.405
[09:56:09.484]	  0.345	  0.405
[09:56:09.492]	  0.335	  0.395
[09:56:09.500]	  0.335	  0.395
[09:56:09.508]	  0.335	  0.385
[09:56:09.516]	  0.325	  0.385
[09:56:09.523]	  0.315	  0.375
[09:56:09.531]	  0.305	  0.365
[09:56:09.539]	  0.305	  0.365
[09:56:09.547]	  0.295	  0.355
[09:56:09.555]	  0.285	  0.345
[09:56:09.563]	  0.285	  0.335
[09:56:09.570]	  0.275	  0.335
[09:56:09.578]	  0.275	  0.335
[09:56:09.586]	  0.265	  0.325
[09:56:09.594]	  0.265	  0.325
[09:56:09.602]	  0.255	  0.315
[09:56:09.609]	  0.245	  0.315
[09:56:09.617]	  0.245	  0.305
[09:56:09.625]	  0.235	  0.305
[09:56:09.633]	  0.235	  0.305
[09:56:09.641]	  0.225	  0.295
[09:56:09.648]	  0.215	  0.285
[09:56:09.656]	  0.215	  0.285
[09:56:09.664]	  0.205	  0.285
[09:56:09.672]	  0.205	  0.275
[09:56:09.680]	  0.195	  0.265
[09:56:09.688]	  0.185	  0.265
[09:56:09.695]	  0.185	  0.265
[09:56:09.703]	  0.175	  0.265
[09:56:09.711]	  0.175	  0.255
[09:56:09.719]	  0.175	  0.245
[09:56:09.727]	  0.165	  0.245
[09:56:09.734]	  0.155	  0.245
[09:56:09.742]	  0.145	  0.235
[09:56:09.750]	  0.145	  0.235
[09:56:09.758]	  0.135	  0.225
[09:56:09.766]	  0.135	  0.225
[09:56:09.773]	  0.125	  0.225
[09:56:09.781]	  0.125	  0.215
[09:56:09.789]	  0.115	  0.215
[09:56:09.797]	  0.105	  0.205
[09:56:09.805]	  0.095	  0.205
[09:56:09.813]	  0.095	  0.195
[09:56:09.820]	  0.085	  0.195
[09:56:09.828]	  0.085	  0.185
[09:56:09.836]	  0.075	  0.175
[09:56:09.844]	  0.065	  0.165
[09:56:09.852]	  0.055	  0.145
[09:56:09.859]	  0.025	  0.145
[09:56:09.867]	 -0.285	 -0.535
[09:56:09.875]	 -0.635	 -0.515
[09:56:09.883]	 -0.625	 -0.505
[09:56:09.891]	 -0.615	 -0.495
[09:56:09.898]	 -0.615	 -0.495
[09:56:09.906]	 -0.605	 -0.485
[09:56:09.914]	 -0.595	 -0.485
[09:56:09.922]	 -0.595	 -0.475
[09:56:09.930]	 -0.585	 -0.465
[09:56:09.938]	 -0.585	 -0.455
[09:56:09.945]	 -0.575	 -0.455
[09:56:09.953]	 -0.565	 -0.445
[09:56:09.961]	 -0.565	 -0.445
[09:56:09.969]	 -0.555	 -0.435
[09:56:09.977]	 -0.545	 -0.425
[09:56:09.984]	 -0.545	 -0.415
[09:56:09.992]	 -0.525	 -0.405
[09:56:10.000]	 -0.525	 -0.405
[09:56:10.008]	 -0.515	 -0.395
[09:56:10.016]	 -0.515	 -0.385
[09:56:10.023]	 -0.515	 -0.385
[09:56:10.031]	 -0.495	 -0.385
[09:56:10.039]	 -0.495	 -0.375
[09:56:10.047]	 -0.485	 -0.365
[09:56:10.055]	 -0.485	 -0.355
[09:56:10.063]	 -0.465	 -0.345
[09:56:10.070]	 -0.465	 -0.345
[09:56:10.078]	 -0.455	 -0.345
[09:56:10.086]	 -0.455	 -0.335
[09:56:10.094]	 -0.445	 -0.325
[09:56:10.102]	 -0.435	 -0.315
[09:56:10.109]	 -0.435	 -0.315
[09:56:10.117]	 -0.435	 -0.305
[09:56:10.125]	 -0.425	 -0.305
[09:56:10.133]	 -0.425	 -0.305
[09:56:10.141]	 -0.415	 -0.295
[09:56:10.148]	 -0.405	 -0.285
[09:56:10.156]	 -0.405	 -0.285
[09:56:10.164]	 -0.395	 -0.275
[09:56:10.172]	 -0.385	 -0.265
[09:56:10.180]	 -0.385	 -0.265
[09:56:10.188]	 -0.375	 -0.255
[09:56:10.195]	 -0.365	 -0.255
[09:56:10.203]	 -0.355	 -0.245
[09:56:10.211]	 -0.355	 -0.245
[09:56:10.219]	 -0.355	 -0.235
[09:56:10.227]	 -0.345	 -0.235
[09:56:10.234]	 -0.335	 -0.225
[09:56:10.242]	 -0.335	 -0.225
[09:56:10.250]	 -0.325	 -0.215
[09:56:10.258]	 -0.325	 -0.215
[09:56:10.266]	 -0.325	 -0.205
[09:56:10.273]	 -0.315	 -0.205
[09:56:10.281]	 -0.305	 -0.195
[09:56:10.289]	 -0.295	 -0.195
[09:56:10.297]	 -0.295	 -0.185
[09:56:10.305]	 -0.285	 -0.185
[09:56:10.313]	 -0.275	 -0.175
[09:56:10.320]	 -0.275	 -0.175
[09:56:10.328]	 -0.255	 -0.155
[09:56:10.336]	 -0.255	 -0.155
[09:56:10.344]	 -0.245	 -0.145
[09:56:10.352]	 -0.235	 -0.125
